Category,Sex,Product,Color,Subcategory,Reference,Price,Image,Link
kleider,damen,KLEID AUS POLYAMID MIT GLITZER,Schwarz,kleid,375841675,45.95,https://static.zara.net/assets/public/d242/1eb0/a3054e69bd90/1133dc5fb24d/01014803800-p/01014803800-p.jpg?ts=1722849382240&w=104&f=auto,https://www.zara.com/de/de/kleid-aus-polyamid-mit-glitzer-p01014803.html
kleider,damen,GEMUSTERTES KLEID IN SATINOPTIK MIT VOLANT,Grün,gemustertes,398350573,45.95,https://static.zara.net/assets/public/f881/d674/94b9418c8f7a/30b9becaccf6/08773502121-001-p/08773502121-001-p.jpg?ts=1723634305448&w=104&f=auto,https://www.zara.com/de/de/gemustertes-kleid-in-satinoptik-mit-volant-p08773502.html
kleider,damen,HEMDBLUSENKLEID MIT GÜRTEL,Creme,hemdblusenkleid,388083422,55.95,https://static.zara.net/assets/public/cca5/45b4/ba0a4b628ad1/4b6b8d653de8/03300542251-016-p/03300542251-016-p.jpg?ts=1720627245644&w=104&f=auto,https://www.zara.com/de/de/hemdblusenkleid-mit-gurtel-p03300542.html
kleider,damen,KURZES KLEID – ZW COLLECTION,Schwarz,kurzes,383839111,59.95,https://static.zara.net/assets/public/4da6/21c8/a5c54772b51f/40a0dc747476/08779782800-a9/08779782800-a9.jpg?ts=1724324854792&w=104&f=auto,https://www.zara.com/de/de/kurzes-kleid-%E2%80%93-zw-collection-p08779782.html
kleider,damen,MIDIKLEID IN SATINOPTIK MIT BLUMENDETAIL,Rosa,midikleid,377381038,49.95,https://static.zara.net/assets/public/40c5/b62a/5ebb49d2aff4/30ae4b0db3df/08463309645-p/08463309645-p.jpg?ts=1721731182300&w=104&f=auto,https://www.zara.com/de/de/midikleid-in-satinoptik-mit-blumendetail-p08463309.html
kleider,damen,DRAPIERTES LANGES KLEID,Braun,drapiertes,385902345,49.95,https://static.zara.net/assets/public/1bb9/af3e/57654f24a974/cf6748d02b33/02180258705-p/02180258705-p.jpg?ts=1725619960181&w=104&f=auto,https://www.zara.com/de/de/drapiertes-langes-kleid-p02180258.html
kleider,damen,MIDIKLEID MIT PRINT ZW COLLECTION,Blau,midikleid,394745016,49.95,https://static.zara.net/assets/public/50b9/cdf1/30ed41408cd7/ed0546849dd5/09014089080-p/09014089080-p.jpg?ts=1726141027579&w=104&f=auto,https://www.zara.com/de/de/midikleid-mit-print-zw-collection-p09014089.html
kleider,damen,LANGER DENIM-OVERALL MIT GÜRTEL,Blau,langer,406075322,49.95,https://static.zara.net/assets/public/b04b/2545/88444266af62/a2730c7a5366/04730280407-015-p/04730280407-015-p.jpg?ts=1726825163354&w=104&f=auto,https://www.zara.com/de/de/langer-denim-overall-mit-gurtel-p04730280.html
kleider,damen,KLEID MIT STICKEREI UND SCHMUCKPERLEN,Lila,kleid,406830140,89.95,https://static.zara.net/assets/public/bf2d/fd63/b2534c0880a0/8a1719688561/07521938610-10-a2/07521938610-10-a2.jpg?ts=1727091936733&w=104&f=auto,https://www.zara.com/de/de/kleid-mit-stickerei-und-schmuckperlen-p07521938.html
kleider,damen,MIDIKLEID MIT KNOTENDETAIL AM RÜCKEN,Schwarz,midikleid,395676508,25.95,https://static.zara.net/assets/public/a7c2/6200/c0fe4596a591/a65067f6a69a/01165688800-a3/01165688800-a3.jpg?ts=1725530317172&w=104&f=auto,https://www.zara.com/de/de/midikleid-mit-knotendetail-am-rucken-p01165688.html
kleider,damen,HEMDBLUSENKLEID AUS DENIM TRF,Blau,hemdblusenkleid,367015989,39.95,https://static.zara.net/assets/public/78dd/3236/810f48228590/992659f2550e/08197181403-a1/08197181403-a1.jpg?ts=1720606670278&w=104&f=auto,https://www.zara.com/de/de/hemdblusenkleid-aus-denim-trf-p08197181.html
kleider,damen,DRAPIERTES MIDI-KLEID MIT TÜLLDRUCK,Grün,drapiertes,399839438,39.95,https://static.zara.net/assets/public/6d05/675c/f5494c059852/0a69637c73c1/08757504121-015-p/08757504121-015-p.jpg?ts=1724316316104&w=104&f=auto,https://www.zara.com/de/de/drapiertes-midi-kleid-mit-tulldruck-p08757504.html
kleider,damen,ASYMMETRISCHES KLEID MIT TEXTUR,Grau,asymmetrisches,401582750,39.95,https://static.zara.net/assets/public/db5b/1a2a/14fa465f929f/1f2b80a9a8a7/05039663802-p/05039663802-p.jpg?ts=1728045016749&w=104&f=auto,https://www.zara.com/de/de/asymmetrisches-kleid-mit-textur-p05039663.html
kleider,damen,KURZES KLEID MIT SCHLEIFEN,Beige,kurzes,402342035,39.95,https://static.zara.net/assets/public/b84c/23a0/84654ebaabfd/f625215a375a/03152278721-p/03152278721-p.jpg?ts=1723472992813&w=104&f=auto,https://www.zara.com/de/de/kurzes-kleid-mit-schleifen-p09388072.html
kleider,damen,MIDIKLEID DENIM TRF,Blau,midikleid,406226351,39.95,https://static.zara.net/assets/public/09bb/be02/f1fa48089a9a/3039e531e2b8/03643281400-1-p/03643281400-1-p.jpg?ts=1727080343877&w=104&f=auto,https://www.zara.com/de/de/midikleid-denim-trf-p03643281.html
kleider,damen,KARIERTES MINIKLEID,Braun,kariertes,407355755,39.95,https://static.zara.net/assets/public/f195/364d/f57d4d7d9418/01f252f85b4c/04661238049-015-a1/04661238049-015-a1.jpg?ts=1727278591784&w=104&f=auto,https://www.zara.com/de/de/kariertes-minikleid-p04661238.html
kleider,damen,HEMDBLUSENKLEID MIT GÜRTEL,Grün,hemdblusenkleid,378684500,55.95,https://static.zara.net/assets/public/7d71/672d/aeb74ec5a71e/5f49723e8691/04387250533-a1/04387250533-a1.jpg?ts=1726573529515&w=104&f=auto,https://www.zara.com/de/de/hemdblusenkleid-mit-gurtel-p04387250.html
kleider,damen,KLEID IN LINGERIE-OPTIK MIT PATCHWORK-MUSTER,Bunt,kleid,374329685,45.95,https://static.zara.net/assets/public/b612/0d9c/3c844aeda1ab/7cea875ea639/02587158330-p/02587158330-p.jpg?ts=1721985389539&w=104&f=auto,https://www.zara.com/de/de/kleid-in-lingerie-optik-mit-patchwork-muster-p02587158.html
kleider,damen,MINIKLEID MIT PAILLETTEN,Weiß,minikleid,397451003,45.95,https://static.zara.net/assets/public/28b1/07ce/5b654be995ea/5533b13bd872/08714933250-p/08714933250-p.jpg?ts=1726583236830&w=104&f=auto,https://www.zara.com/de/de/minikleid-mit-pailletten-p08714933.html
kleider,damen,FLIESSENDES MIDI-KLEID,Schwarz,fliessendes,395518923,25.95,https://static.zara.net/assets/public/32bc/771f/7e9f455c8c3d/6bb4a45023f9/00264670800-p/00264670800-p.jpg?ts=1725614003207&w=104&f=auto,https://www.zara.com/de/de/fliessendes-midi-kleid-p00264670.html
kleider,damen,ASYMMETRISCHES KLEID - ZW COLLECTION - Blaugrau von Zara,Keine Farbe,asymmetrisches,407659716,59.95,https://static.zara.net/assets/public/cb13/b634/63c5490892d8/f7c901687d66/09167627819-1-p/09167627819-1-p.jpg?ts=1727440451227&w=104&f=auto,https://www.zara.com/de/de/asymmetrisches-kleid---zw-collection-p09167627.html
kleider,damen,LANGES KLEID MIT STRUKTURMUSTER UND KNOTEN,Grün,langes,396958990,29.95,https://static.zara.net/assets/public/306c/3aa6/5b6d4ee89a32/24d8e2b8ec71/05039626527-p/05039626527-p.jpg?ts=1726668713453&w=104&f=auto,https://www.zara.com/de/de/langes-kleid-mit-strukturmuster-und-knoten-p05039626.html
kleider,damen,KURZES DRAPIERTES KLEID,Braun,kurzes,399595435,29.95,https://static.zara.net/assets/public/d1c0/3bdf/7a824ea29552/046c648249ad/03067250709-15-p/03067250709-15-p.jpg?ts=1724250873316&w=104&f=auto,https://www.zara.com/de/de/kurzes-drapiertes-kleid-p08338250.html
kleider,damen,PLISSIERTES NECKHOLDER-KLEID,Rot,plissiertes,365427793,49.95,https://static.zara.net/assets/public/fb2b/6e2a/1c354f039ce1/6e7ccc4fe6bd/03564152600-p/03564152600-p.jpg?ts=1720787427732&w=104&f=auto,https://www.zara.com/de/de/plissiertes-neckholder-kleid-p03564152.html
kleider,damen,KLEID MIT POLOKRAGEN – ZW COLLECTION,Schwarz,kleid,389020929,49.95,https://static.zara.net/assets/public/4291/f2fe/0c98495d9584/d0de79456ead/08880245800-a4/08880245800-a4.jpg?ts=1728037343732&w=104&f=auto,https://www.zara.com/de/de/kleid-mit-polokragen-%E2%80%93-zw-collection-p08880245.html
kleider,damen,GEMUSTERTES MIDI-KLEID,Bunt,gemustertes,396687887,49.95,https://static.zara.net/assets/public/f24b/3d77/2b2f47c7a02e/ca4a794ada72/09170558330-p/09170558330-p.jpg?ts=1725550347286&w=104&f=auto,https://www.zara.com/de/de/gemustertes-midi-kleid-p09170562.html
kleider,damen,BATIK-MIDIKLEID IN SATINOPTIK,Bunt,batik,398312311,49.95,https://static.zara.net/assets/public/3875/fe98/cce04ea285e7/ae1e6a90c2f3/09232234330-a1/09232234330-a1.jpg?ts=1726068102930&w=104&f=auto,https://www.zara.com/de/de/batik-midikleid-in-satinoptik-p09232234.html
kleider,damen,MIDIKLEID MIT PRINT ZW COLLECTION,Bunt,midikleid,400021294,49.95,https://static.zara.net/assets/public/045e/6d4d/4d484139bd81/b839abe96094/09323115330-p/09323115330-p.jpg?ts=1728385421570&w=104&f=auto,https://www.zara.com/de/de/midikleid-mit-print-zw-collection-p09323115.html
kleider,damen,SCHULTERFREIES KLEID – ZW COLLECTION,Schwarz,schulterfreies,400209845,49.95,https://static.zara.net/assets/public/b2c4/677a/8c1445c2a2c7/870478c3d9a9/08810460800-1-p/08810460800-1-p.jpg?ts=1724413798416&w=104&f=auto,https://www.zara.com/de/de/schulterfreies-kleid-%E2%80%93-zw-collection-p08810460.html
kleider,damen,TRF BALLON-JEANSKLEID,Blau,trf,407813221,49.95,https://static.zara.net/assets/public/d355/d604/12f54f4e946a/2f060a61ac21/06929283443-015-a1/06929283443-015-a1.jpg?ts=1727438102951&w=104&f=auto,https://www.zara.com/de/de/trf-ballon-jeanskleid-p06929283.html
kleider,damen,STRICKKLEID MIT LOCHMUSTER,Schwarz,strickkleid,378354879,59.95,https://static.zara.net/assets/public/f90c/57f9/fce7404a8a9c/904d240dd6e1/01223914800-p/01223914800-p.jpg?ts=1726647682525&w=104&f=auto,https://www.zara.com/de/de/strickkleid-mit-lochmuster-p01223914.html
kleider,damen,MIDI-STRICKKLEID MIT RAFFUNGEN,Rot,midi,370178103,39.95,https://static.zara.net/assets/public/7bf8/8eee/d8154af28728/8704ab9e19ff/05755101606-e1/05755101606-e1.jpg?ts=1724318547163&w=104&f=auto,https://www.zara.com/de/de/midi-strickkleid-mit-raffungen-p05755101.html
kleider,damen,KLEID MIT ZIERFALTEN,Grün,kleid,372104670,39.95,https://static.zara.net/assets/public/b3f5/7571/96334e809255/de0802cde5d1/08312478505-p/08312478505-p.jpg?ts=1720538452265&w=104&f=auto,https://www.zara.com/de/de/kleid-mit-zierfalten-p03152320.html
kleider,damen,STRICKKLEID FOIL MIT ANIMALPRINT,Leopardenmuster,strickkleid,372790313,39.95,https://static.zara.net/assets/public/7edb/8972/a84447e49e50/994dbf9eaf4f/06427107051-p/06427107051-p.jpg?ts=1724854631754&w=104&f=auto,https://www.zara.com/de/de/strickkleid-foil-mit-animalprint-p06427107.html
kleider,damen,MIDIKLEID MIT ZIERFALTEN AM BUND,Grau,midikleid,378680492,39.95,https://static.zara.net/assets/public/996a/c3a7/f39549ca8ff2/e948c21d87b3/06962231807-p/06962231807-p.jpg?ts=1726488187609&w=104&f=auto,https://www.zara.com/de/de/midikleid-mit-zierfalten-am-bund-p06962231.html
kleider,damen,MITTELLANGES SAMTKLEID,Rosa,mittellanges,399514430,39.95,https://static.zara.net/assets/public/b934/9b2c/a15c4ae79f18/f44ebd3efbd5/09228617622-a3/09228617622-a3.jpg?ts=1727687170801&w=104&f=auto,https://www.zara.com/de/de/mittellanges-samtkleid-p09228617.html
kleider,damen,CORDKLEID MIT GÜRTEL,Braun,cordkleid,399702415,39.95,https://static.zara.net/assets/public/35d5/c0e0/4a8740ad8e18/8df3ed059119/09281463700-a1/09281463700-a1.jpg?ts=1727956145800&w=104&f=auto,https://www.zara.com/de/de/cordkleid-mit-gurtel-p09281463.html
kleider,damen,MIDI-KLEID IN SATINOPTIK,Grün,midi,365409840,45.95,https://static.zara.net/assets/public/3fda/8c3c/883b4f05bc3d/06d5f12cb163/09878157515-p/09878157515-p.jpg?ts=1717052833329&w=104&f=auto,https://www.zara.com/de/de/midi-kleid-in-satinoptik-p09878157.html
kleider,damen,GERAFFTES KLEID MIT TÜLL UND PRINT,Orange,gerafftes,368714881,45.95,https://static.zara.net/assets/public/1080/dab8/950146548001/db27fa36a963/08182040115-a2/08182040115-a2.jpg?ts=1718099211391&w=104&f=auto,https://www.zara.com/de/de/gerafftes-kleid-mit-tull-und-print-p08182040.html
kleider,damen,MIDIKLEID AUS SATIN MIT FOIL,Einfarbig,midikleid,368742147,45.95,https://static.zara.net/assets/public/1308/89dd/2b9a45a5b1cf/a0f1bced1a95/02180217050-p/02180217050-p.jpg?ts=1718099212882&w=104&f=auto,https://www.zara.com/de/de/midikleid-aus-satin-mit-foil-p02180217.html
kleider,damen,DRAPIERTES KLEID,Schwarz,drapiertes,377019273,45.95,https://static.zara.net/assets/public/b48f/dd5c/37b74cb0b708/512470e45c5b/04772233800-p/04772233800-p.jpg?ts=1724414900633&w=104&f=auto,https://www.zara.com/de/de/drapiertes-kleid-p04772233.html
kleider,damen,KURZES STRICKKLEID MIT SCHLEIFEN,Weiß,kurzes,388592369,45.95,https://static.zara.net/assets/public/a9b8/14b2/1f6c4cb4ac4d/ed1171c6dde4/02142201250-a1/02142201250-a1.jpg?ts=1725017225901&w=104&f=auto,https://www.zara.com/de/de/kurzes-strickkleid-mit-schleifen-p02142201.html
kleider,damen,MINI-KLEID MIT PATCHWORK-PRINT,Bunt,mini,366321506,39.95,https://static.zara.net/assets/public/ef50/3d1b/765949ae9b1d/bd15957cec04/05029151330-a1/05029151330-a1.jpg?ts=1718097961373&w=104&f=auto,https://www.zara.com/de/de/mini-kleid-mit-patchwork-print-p05029151.html
kleider,damen,ASYMMETRISCHES MIDIKLEID,Schwarz,asymmetrisches,396986992,25.95,https://static.zara.net/assets/public/45c7/c358/c7a44696acb9/44dbc52a611d/01165738800-p/01165738800-p.jpg?ts=1725530312092&w=104&f=auto,https://www.zara.com/de/de/asymmetrisches-midikleid-p01165738.html
kleider,damen,HEMDBLUSENKLEID MIT GÜRTEL,Creme,hemdblusenkleid,374352182,55.95,https://static.zara.net/assets/public/7739/3332/cf004adf83ca/c827e1ad25ad/08372260712-p/08372260712-p.jpg?ts=1722523939325&w=104&f=auto,https://www.zara.com/de/de/hemdblusenkleid-mit-gurtel-p08372260.html
kleider,damen,HEMDBLUSENKLEID AUS POPELIN – ZW COLLECTION,Blau,hemdblusenkleid,391286688,55.95,https://static.zara.net/assets/public/9e6b/c6ac/88154fb390f3/e93dc25d4525/09019310401-p/09019310401-p.jpg?ts=1723804925748&w=104&f=auto,https://www.zara.com/de/de/hemdblusenkleid-aus-popelin-%E2%80%93-zw-collection-p09019310.html
kleider,damen,KURZES DRAPIERTES KLEID,Creme,kurzes,397267091,29.95,https://static.zara.net/assets/public/e0f7/79b7/69244a42a624/aaf287d5d897/08338250712-015-p/08338250712-015-p.jpg?ts=1723133536616&w=104&f=auto,https://www.zara.com/de/de/kurzes-drapiertes-kleid-p08338250.html
kleider,damen,MIDIKLEID MIT TEXTUR,Schwarz,midikleid,403039181,29.95,https://static.zara.net/assets/public/a3e0/852a/d4884a89ab5a/feaf34a0bef8/01165922800-a1/01165922800-a1.jpg?ts=1727954261003&w=104&f=auto,https://www.zara.com/de/de/midikleid-mit-textur-p01165922.html
kleider,damen,GERAFFTES NECKHOLDER-KLEID,Weiß,gerafftes,368742206,45.95,https://static.zara.net/assets/public/dce8/5dfe/513146819c4f/b0996d62a829/03152242250-a3/03152242250-a3.jpg?ts=1718027795663&w=104&f=auto,https://www.zara.com/de/de/gerafftes-neckholder-kleid-p03152242.html
kleider,damen,KLEID AUS NETZSTOFF MIT PAILLETTEN,Grün,kleid,370093864,89.95,https://static.zara.net/assets/public/cb60/ddf0/46394de7bbc8/c3cf1f2e69b6/09001173901-p/09001173901-p.jpg?ts=1719923328726&w=104&f=auto,https://www.zara.com/de/de/kleid-aus-netzstoff-mit-pailletten-p09001173.html
kleider,damen,LANGES TRÄGERKLEID ZW COLLECTION,Creme,langes,368771501,55.95,https://static.zara.net/assets/public/433f/6bf2/09344b6fb39f/bd96c74f5105/08125320251-p/08125320251-p.jpg?ts=1720023194473&w=104&f=auto,https://www.zara.com/de/de/langes-tragerkleid-zw-collection-p08125320.html
kleider,damen,TÜLLKLEID MIT ANIMALPRINT,Leopardenmuster,tullkleid,377026087,29.95,https://static.zara.net/assets/public/51ed/6498/85ea40909ba4/e4505a57f894/05039259051-p/05039259051-p.jpg?ts=1721313341838&w=104&f=auto,https://www.zara.com/de/de/tullkleid-mit-animalprint-p05039259.html
kleider,damen,NECKHOLDER-MIDIKLEID ZW COLLECTION,Schwarz,neckholder,364740731,49.95,https://static.zara.net/assets/public/9a64/8b4b/cf9e45c799b8/b0a6680a6eec/04786011800-p/04786011800-p.jpg?ts=1716986153975&w=104&f=auto,https://www.zara.com/de/de/neckholder-midikleid-zw-collection-p04786011.html
kleider,damen,MIDIKLEID IN CRINKLE-LOOK ZW COLLECTION,Creme,midikleid,374419656,49.95,https://static.zara.net/assets/public/8a29/a1a1/b6c5405db15f/3e0484e8edda/08227214712-p/08227214712-p.jpg?ts=1720436313755&w=104&f=auto,https://www.zara.com/de/de/midikleid-in-crinkle-look-zw-collection-p08227214.html
kleider,damen,GERAFFTES PAILLETTENKLEID,Rosa,gerafftes,378234751,49.95,https://static.zara.net/assets/public/ea99/ec01/19764a5d89fc/562f8727fb72/04813835644-a2/04813835644-a2.jpg?ts=1724758376987&w=104&f=auto,https://www.zara.com/de/de/gerafftes-paillettenkleid-p04813835.html
kleider,damen,MITTELLANGES KLEID MIT KNOTENSCHLEIFE,Braun,mittellanges,385941338,49.95,https://static.zara.net/assets/public/2f73/e67d/86d9410f9ffa/33111ace7d31/03067253709-a2/03067253709-a2.jpg?ts=1727423911129&w=104&f=auto,https://www.zara.com/de/de/mittellanges-kleid-mit-knotenschleife-p03067253.html
kleider,damen,WEITER OVERALL MIT GÜRTEL,Schwarz,weiter,386692799,49.95,https://static.zara.net/assets/public/8af3/7bf0/48d94549bc7f/4c41e256d885/08816572800-p/08816572800-p.jpg?ts=1723018197017&w=104&f=auto,https://www.zara.com/de/de/weiter-overall-mit-gurtel-p08816572.html
kleider,damen,MIDIKLEID IN CRINKLE-LOOK ZW COLLECTION,Grün,midikleid,388281935,49.95,https://static.zara.net/assets/public/0846/0803/f0fd4a84bccf/3e542d24d5af/08227224506-a4/08227224506-a4.jpg?ts=1723648967298&w=104&f=auto,https://www.zara.com/de/de/midikleid-in-crinkle-look-zw-collection-p08227214.html
kleider,damen,MIDI-KLEID IN SATINOPTIK,Schwarz,midi,395932141,49.95,https://static.zara.net/assets/public/89c9/510d/1fe04da7bf02/d1ced8fa7d88/08226748800-a1/08226748800-a1.jpg?ts=1721751232453&w=104&f=auto,https://www.zara.com/de/de/midi-kleid-in-satinoptik-p08226399.html
kleider,damen,MINIKLEID MIT PAILLETTEN,Silber,minikleid,399507739,49.95,https://static.zara.net/assets/public/7b0d/6a80/313b4da9a9cd/3da754f03ca0/09166927808-p/09166927808-p.jpg?ts=1727274220826&w=104&f=auto,https://www.zara.com/de/de/minikleid-mit-pailletten-p09166927.html
kleider,damen,STRICKKLEID FOIL MIT ANIMALPRINT,Leopardenmuster,strickkleid,372792970,39.95,https://static.zara.net/assets/public/41d4/b640/573a415cbda9/52334d04d6f6/06427106042-p/06427106042-p.jpg?ts=1724409305116&w=104&f=auto,https://www.zara.com/de/de/strickkleid-foil-mit-animalprint-p06427106.html
kleider,damen,MIDIKLEID IN SATINOPTIK,Beige,midikleid,383014836,39.95,https://static.zara.net/assets/public/25e6/5d98/dae24cd89f10/2283b36174fe/03897153715-015-a1/03897153715-015-a1.jpg?ts=1718794915740&w=104&f=auto,https://www.zara.com/de/de/midikleid-in-satinoptik-p03897153.html
kleider,damen,KURZES KLEID MIT GÜRTEL,Grün,kurzes,397937760,39.95,https://static.zara.net/assets/public/9fd6/973f/4c8142868ecf/f8cc84e2119a/08629777502-e1/08629777502-e1.jpg?ts=1723116061696&w=104&f=auto,https://www.zara.com/de/de/kurzes-kleid-mit-gurtel-p08629777.html
kleider,damen,KLEID MIT BLUMENPRINT UND SCHLEIFEN,Braun,kleid,399748402,39.95,https://static.zara.net/assets/public/b467/761a/3a854fde87d3/631a7bbad23c/02180273049-a1/02180273049-a1.jpg?ts=1727364932975&w=104&f=auto,https://www.zara.com/de/de/kleid-mit-blumenprint-und-schleifen-p02180273.html
kleider,damen,MIDIKLEID MIT CUT-OUTS ZW COLLECTION,Gelb,midikleid,400051346,39.95,https://static.zara.net/assets/public/19f2/46bb/630e4fdcb260/22ad37d147b1/08611459305-a2/08611459305-a2.jpg?ts=1726486900550&w=104&f=auto,https://www.zara.com/de/de/midikleid-mit-cut-outs-zw-collection-p08611459.html
kleider,damen,KURZES KLEID AUS WILDLEDERIMITAT,Braun,kurzes,407659667,39.95,https://static.zara.net/assets/public/6c65/adbb/336046d6927a/389098cf06db/04764271700-015-p/04764271700-015-p.jpg?ts=1727423953869&w=104&f=auto,https://www.zara.com/de/de/kurzes-kleid-aus-wildlederimitat-p04764271.html
kleider,damen,KOMBINIERTES MIDIKLEID AUS SATIN,Beige,kombiniertes,364900646,39.95,https://static.zara.net/assets/public/6569/7c5d/141d4b3d921b/d8e12c035294/02157225721-a1/02157225721-a1.jpg?ts=1720787425199&w=104&f=auto,https://www.zara.com/de/de/kombiniertes-midikleid-aus-satin-p02157225.html
kleider,damen,LANGE WESTE MIT TUPFENMUSTER X STEFANO PILATI,Print,lange,396640329,119.0,https://static.zara.net/assets/public/a527/5245/0bd14d049e2a/b718fe843f25/09179831020-p/09179831020-p.jpg?ts=1727367711764&w=104&f=auto,https://www.zara.com/de/de/lange-weste-mit-tupfenmuster-x-stefano-pilati-p09179831.html
kleider,damen,KLEID IN WILDLEDEROPTIK MIT PERLEN,Beige,kleid,368771565,25.95,https://static.zara.net/assets/public/fcfa/c4c9/4bb84b9eb325/5ec9348c40f2/05070632752-p/05070632752-p.jpg?ts=1723200831225&w=104&f=auto,https://www.zara.com/de/de/kleid-in-wildlederoptik-mit-perlen-p05070632.html
kleider,damen,SKATE-KLEID AUS STRICK MIT STRETCH,Weiß,skate,393015661,25.95,https://static.zara.net/assets/public/78b5/c880/ea4a4f088819/811f555ebbb8/05584670250-p/05584670250-p.jpg?ts=1726229235331&w=104&f=auto,https://www.zara.com/de/de/skate-kleid-aus-strick-mit-stretch-p05584670.html
kleider,damen,MIDIKLEID IN SATINOPTIK – ZW COLLECTION,Blau,midikleid,381222521,59.95,https://static.zara.net/assets/public/eed6/d286/7d454d9eaa96/a2d7c985a5e3/04786256400-a3/04786256400-a3.jpg?ts=1725376029627&w=104&f=auto,https://www.zara.com/de/de/midikleid-in-satinoptik-%E2%80%93-zw-collection-p04786256.html
kleider,damen,KLEID MIT KNOTEN UND PRINT,Bunt,kleid,388222921,59.95,https://static.zara.net/assets/public/e48e/343c/d43a4d35aeef/0ecfcf01e492/08868164330-a1/08868164330-a1.jpg?ts=1723621522166&w=104&f=auto,https://www.zara.com/de/de/kleid-mit-knoten-und-print-p08868164.html
kleider,damen,MITTELLANGES HEMDBLUSENKLEID ZW COLLECTION,Schwarz,mittellanges,390987100,59.95,https://static.zara.net/assets/public/ac15/1169/f1c841628cb8/a537c7672701/04088261800-p/04088261800-p.jpg?ts=1724685965717&w=104&f=auto,https://www.zara.com/de/de/mittellanges-hemdblusenkleid-zw-collection-p04786271.html
kleider,damen,KURZES KLEID MIT BÄNDERN,Rosa,kurzes,364086224,29.95,https://static.zara.net/assets/public/b7ec/ea2d/524544409935/168c5668d640/00881370676-p/00881370676-p.jpg?ts=1717750382628&w=104&f=auto,https://www.zara.com/de/de/kurzes-kleid-mit-bandern-p00881370.html
kleider,damen,MITTELLANGES STRETCH-STRICKKLEID,Weiß,mittellanges,375232692,29.95,https://static.zara.net/assets/public/7bed/06a1/2fa84e0892dc/204ebd5f05fb/05584631250-p/05584631250-p.jpg?ts=1721289724640&w=104&f=auto,https://www.zara.com/de/de/mittellanges-stretch-strickkleid-p05584631.html
kleider,damen,MIDIKLEID MIT GÜRTEL,Schwarz,midikleid,393600176,29.95,https://static.zara.net/assets/public/a3b4/6961/817740538d0a/436ddda92867/00264515800-a4/00264515800-a4.jpg?ts=1727968437503&w=104&f=auto,https://www.zara.com/de/de/midikleid-mit-gurtel-p00264515.html
kleider,damen,MITTELLANGES JACQUARD-KLEID,Beige,mittellanges,394644360,29.95,https://static.zara.net/assets/public/cb46/dd7f/f5d24ef2a92c/9f77b15b7ece/04770667711-p/04770667711-p.jpg?ts=1727866473917&w=104&f=auto,https://www.zara.com/de/de/mittellanges-jacquard-kleid-p04770667.html
kleider,damen,KLEID MIT ANIMALPRINT,Zebramuster,kleid,397937761,29.95,https://static.zara.net/assets/public/a585/a39b/e5234b1cba49/1632f3a1ee33/03067216037-e1/03067216037-e1.jpg?ts=1723192130041&w=104&f=auto,https://www.zara.com/de/de/kleid-mit-animalprint-p03067216.html
kleider,damen,NECKHOLDER-KLEID IN SATINOPTIK,Schwarz,neckholder,400245823,29.95,https://static.zara.net/assets/public/f619/6c88/c7a74420bda9/19faad8b0cd7/04772381800-015-p/04772381800-015-p.jpg?ts=1724424703827&w=104&f=auto,https://www.zara.com/de/de/neckholder-kleid-in-satinoptik-p04772381.html
kleider,damen,WEITER OVERALL MIT CUT-OUT,Creme,weiter,365444561,45.95,https://static.zara.net/assets/public/46d0/bb1a/c9b24662be95/2dc50e853fec/00387068712-a1/00387068712-a1.jpg?ts=1721993574698&w=104&f=auto,https://www.zara.com/de/de/weiter-overall-mit-cut-out-p00387068.html
kleider,damen,KURZER FLIESSENDER OVERALL,Grün,kurzer,367728077,45.95,https://static.zara.net/assets/public/802e/8e3e/a4cd481087de/ff7bf1a436e1/09878178506-p/09878178506-p.jpg?ts=1721985398535&w=104&f=auto,https://www.zara.com/de/de/kurzer-fliessender-overall-p09878178.html
kleider,damen,CUT-OUT-KLEID MIT MUSCHELN,Grün,cut,375536445,45.95,https://static.zara.net/assets/public/26fc/0778/a1784d6f92cb/b4c83f074575/08338249526-p/08338249526-p.jpg?ts=1721993884525&w=104&f=auto,https://www.zara.com/de/de/cut-out-kleid-mit-muscheln-p08338249.html
kleider,damen,NECKHOLDER-KLEID AUS POLYAMID MIT GLITZER,Schwarz,neckholder,375841676,45.95,https://static.zara.net/assets/public/e883/dc20/68264f668d63/e3519ff337ac/01014802800-p/01014802800-p.jpg?ts=1722849384400&w=104&f=auto,https://www.zara.com/de/de/neckholder-kleid-aus-polyamid-mit-glitzer-p01014802.html
kleider,damen,KURZES KLEID MIT BUBIKRAGEN,Blau,kurzes,382154298,45.95,https://static.zara.net/assets/public/8127/7595/4edf4a7aa6a8/68d4954ce5be/00881202435-p/00881202435-p.jpg?ts=1726129599337&w=104&f=auto,https://www.zara.com/de/de/kurzes-kleid-mit-bubikragen-p00881202.html
kleider,damen,KURZES WEITSCHWINGENDES KLEID,Schwarz,kurzes,397019602,45.95,https://static.zara.net/assets/public/0fc7/a5a1/aa924e85bcea/3ff5fe668f56/03067230800-a1/03067230800-a1.jpg?ts=1727080192006&w=104&f=auto,https://www.zara.com/de/de/kurzes-weitschwingendes-kleid-p03067230.html
